1h,20000,50,2,552,551,130768.19208595848
1h,20000,50,3,440,439,30740.400022502006
1h,20000,50,4,398,397,15360.714692780744
1h,20000,50,5,365,364,8154.470449308488
1h,20000,50,6,328,327,5549.202198122613
1h,20000,50,7,301,300,4627.882819595583
1h,20000,50,8,295,294,3075.899350350261
1h,20000,50,9,278,277,2489.877051963584
1h,20000,51,2,550,549,114886.25127571913
1h,20000,51,3,447,446,28913.750844738053
1h,20000,51,4,397,396,13024.610028777322
1h,20000,51,5,358,357,7733.587720575643
1h,20000,51,6,337,336,5273.619935851222
1h,20000,51,7,307,306,4409.931484024452
1h,20000,51,8,296,295,3039.117900978016
1h,20000,51,9,276,275,2342.661867826018
1h,20000,52,2,538,537,104444.07476668913
1h,20000,52,3,440,439,27089.526851931783
1h,20000,50,2,552,552,130911.74072287467
1h,20000,50,3,440,439,30740.400022502006
