,,,,,Sma 200,Sma 50,Sma 1,Sma 2,,,% return
1h,2000,15,0.996,1.004,190,54,28,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,28,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,30,2,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,30,4,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,30,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,30,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,32,2,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,32,4,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,32,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,32,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,34,2,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,34,4,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,34,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,34,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,36,2,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,36,4,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,36,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,36,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,38,2,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,38,4,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,38,6,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,54,38,8,38,37,-4.5096528566019085
1h,2000,15,0.996,1.004,190,56,20,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,20,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,20,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,20,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,22,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,22,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,22,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,22,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,24,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,24,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,24,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,24,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,26,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,26,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,26,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,26,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,28,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,28,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,28,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,28,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,30,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,30,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,30,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,30,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,32,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,32,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,32,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,32,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,34,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,34,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,34,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,34,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,36,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,36,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,36,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,36,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,38,2,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,38,4,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,38,6,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,56,38,8,38,37,-0.3378143889983587
1h,2000,15,0.996,1.004,190,58,20,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,20,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,20,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,20,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,22,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,22,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,22,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,22,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,24,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,24,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,24,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,24,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,26,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,26,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,26,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,26,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,28,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,28,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,28,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,28,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,30,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,30,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,30,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,30,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,32,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,32,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,32,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,32,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,34,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,34,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,34,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,34,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,36,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,36,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,36,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,36,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,38,2,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,38,4,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,38,6,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,58,38,8,39,38,-0.5378151579142232
1h,2000,15,0.996,1.004,190,60,20,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,20,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,20,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,20,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,22,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,22,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,22,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,22,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,24,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,24,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,24,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,24,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,26,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,26,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,26,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,26,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,28,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,28,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,28,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,28,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,30,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,30,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,30,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,30,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,32,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,32,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,32,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,32,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,34,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,34,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,34,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,34,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,36,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,36,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,36,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,36,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,38,2,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,38,4,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,38,6,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,60,38,8,39,38,-0.6479812906295179
1h,2000,15,0.996,1.004,190,62,20,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,20,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,20,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,20,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,22,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,22,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,22,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,22,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,24,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,24,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,24,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,24,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,26,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,26,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,26,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,26,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,28,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,28,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,28,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,28,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,30,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,30,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,30,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,30,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,32,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,32,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,32,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,32,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,34,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,34,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,34,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,34,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,36,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,36,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,36,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,36,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,38,2,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,38,4,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,38,6,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,62,38,8,39,38,-0.2901257536559121
1h,2000,15,0.996,1.004,190,64,20,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,20,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,20,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,20,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,22,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,22,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,22,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,22,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,24,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,24,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,24,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,24,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,26,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,26,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,26,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,26,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,28,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,28,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,28,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,28,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,30,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,30,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,30,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,30,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,32,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,32,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,32,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,32,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,34,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,34,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,34,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,34,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,36,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,36,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,36,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,36,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,38,2,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,38,4,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,38,6,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,64,38,8,39,38,-0.507504970372108
1h,2000,15,0.996,1.004,190,66,20,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,20,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,20,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,20,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,22,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,22,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,22,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,22,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,24,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,24,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,24,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,24,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,26,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,26,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,26,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,26,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,28,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,28,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,28,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,28,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,30,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,30,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,30,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,30,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,32,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,32,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,32,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,32,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,34,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,34,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,34,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,34,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,36,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,36,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,36,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,36,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,38,2,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,38,4,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,38,6,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,66,38,8,39,38,-1.2917768677893515
1h,2000,15,0.996,1.004,190,68,20,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,20,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,20,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,20,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,22,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,22,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,22,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,22,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,24,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,24,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,24,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,24,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,26,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,26,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,26,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,26,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,28,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,28,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,28,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,28,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,30,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,30,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,30,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,30,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,32,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,32,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,32,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,32,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,34,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,34,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,34,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,34,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,36,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,36,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,36,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,36,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,38,2,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,38,4,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,38,6,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,68,38,8,39,38,0.44048862431396163
1h,2000,15,0.996,1.004,190,70,20,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,20,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,20,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,20,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,22,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,22,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,22,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,22,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,24,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,24,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,24,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,24,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,26,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,26,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,26,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,26,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,28,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,28,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,28,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,28,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,30,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,30,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,30,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,30,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,32,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,32,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,32,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,32,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,34,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,34,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,34,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,34,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,36,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,36,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,36,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,36,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,38,2,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,38,4,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,38,6,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,70,38,8,39,38,3.003534741026792
1h,2000,15,0.996,1.004,190,72,20,2,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,20,4,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,20,6,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,20,8,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,22,2,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,22,4,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,22,6,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,22,8,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,24,2,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,24,4,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,24,6,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,24,8,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,26,2,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,26,4,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,26,6,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,26,8,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,28,2,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,28,4,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,28,6,38,37,1.753548649849801
1h,2000,15,0.996,1.004,190,72,28,8,38,37,1.753548649849801
