1h,40000,7,0.99,1.02,386,385,-46.57667974204127
1h,40000,7,0.991,1.02,385,384,-46.64408015575066
1h,40000,7,0.992,1.02,383,382,-40.86039171571192
1h,40000,7,0.993,1.02,377,376,-31.51645848982566
1h,40000,7,0.994,1.02,373,372,-29.658084321511158
1h,40000,7,0.995,1.02,361,360,-30.75919113729878
1h,40000,7,0.996,1.02,347,346,-21.27612955570126
1h,40000,7,0.997,1.02,324,323,-23.530630801426256
1h,40000,7,0.998,1.02,288,287,-32.64733753952201
1h,40000,7,0.998,1.02,288,287,-32.64733753952201
1h,40000,7,0.999,1.02,195,194,-63.90451509929913
1h,40000,7,1.0,1.02,1,0,0
1h,40000,7,1.001,1.02,1,0,0
1h,40000,7,1.0019999999999998,1.02,1,0,0
1h,40000,7,1.0029999999999997,1.02,1,0,0
1h,40000,7,1.0039999999999996,1.02,1,0,0
1h,40000,7,1.0049999999999994,1.02,1,0,0
1h,40000,7,0.996,1.02,499,498,-65.4981468622081
1h,40000,7,0.996,1.0190000000000001,499,498,-64.72971911073219
1h,40000,7,0.996,1.0180000000000002,499,498,-63.761678723677065
1h,40000,7,0.996,1.0170000000000003,498,497,-64.40731807312123
1h,40000,7,0.996,1.0160000000000005,497,496,-64.20289469233191
1h,40000,7,0.996,1.0150000000000006,497,496,-63.880385567272604
1h,40000,7,0.996,1.0140000000000007,493,492,-64.00201131476574
1h,40000,7,0.996,1.0130000000000008,493,492,-62.204933140352466
1h,40000,7,0.996,1.012000000000001,492,491,-64.25924807802166
1h,40000,7,0.996,1.011000000000001,490,489,-65.14639201363899
1h,40000,7,0.996,1.0100000000000011,486,485,-62.074042172704665
1h,40000,7,0.996,1.0090000000000012,484,483,-59.91711063655297
1h,40000,7,0.996,1.0080000000000013,482,481,-52.05841402816882
1h,40000,7,0.996,1.0070000000000014,478,477,-44.55103142685846
1h,40000,7,0.996,1.0060000000000016,474,473,-42.26923149648094
1h,40000,7,0.996,1.0050000000000017,459,458,-31.480698953848485
1h,40000,7,0.996,1.0040000000000018,437,436,-19.54184120795969
1h,40000,7,0.996,1.003000000000002,402,401,-37.23382227739632
1h,40000,7,0.996,1.002000000000002,347,346,-22.123965026544965
1h,40000,7,0.996,1.001000000000002,240,240,-53.91064306461371
1h,40000,7,0.996,1.0000000000000022,23,23,-8.4676944070749
1h,40000,7,0.996,0.9990000000000022,0,0,0.0
1h,40000,7,0.996,0.9980000000000022,0,0,0.0
1h,40000,7,0.996,0.9970000000000022,0,0,0.0
1h,40000,7,0.996,0.9960000000000022,0,0,0.0
1h,40000,7,0.996,0.9950000000000022,0,0,0.0
1h,40000,7,0.996,0.9940000000000022,0,0,0.0
1h,40000,7,0.996,0.9930000000000022,0,0,0.0
